,index,Ticker,Stock Price,52 Week Change,Number of Shares to Buy
0,166,ENPH,193.5,3.7134678856984835,N/A
1,437,TSLA,796.2,3.649056724515208,N/A
2,174,ETSY,228.3,3.1712304001325555,N/A
3,87,CARR,37.4,2.1033334732055664,N/A
4,204,FCX,32.9,1.8410981884631754,N/A
5,360,PYPL,304.7,1.4306863528803788,N/A
6,18,ALGN,614.2,1.2210574799554916,N/A
7,436,TER,143.6,1.0670723299213332,N/A
8,88,CTLT,122.7,1.0396289798373626,N/A
9,423,SIVB,525.1,1.030255543093941,N/A
10,501,ZBRA,486.0,1.02645136124051,N/A
11,277,LB,49.2,1.01660446340163,N/A
12,346,NVDA,613.2,1.0104527616056216,N/A
13,274,KLAC,337.1,0.9517815761500874,N/A
14,385,PWR,77.6,0.9135740700167466,N/A
15,448,TWTR,73.9,0.8862322208402937,N/A
16,241,IDXX,538.1,0.8843939863502616,N/A
17,136,DE,317.0,0.8766084236037955,N/A
18,3,ABMD,322.7,0.8715975609051405,N/A
19,81,CDNS,145.9,0.8042758395974694,N/A
20,460,URI,288.0,0.8041953842508641,N/A
21,280,LRCX,591.7,0.8009159025624955,N/A
22,47,APTV,155.0,0.7788004237165832,N/A
23,46,AMAT,118.3,0.7757825749134843,N/A
24,15,ALB,162.2,0.7753101086642572,N/A
25,256,IPGP,256.4,0.7494293543108635,N/A
26,425,SNPS,290.6,0.7417138040436916,N/A
27,442,TSCO,161.9,0.7402636902124299,N/A
28,471,VIAC,59.1,0.7378918134419504,N/A
29,429,TTWO,195.7,0.7273207453816873,N/A
30,487,WST,295.6,0.6972057970360847,N/A
31,384,QRVO,177.0,0.6914656101154105,N/A
32,324,MOS,30.6,0.6673972769959332,N/A
33,160,EBAY,62.8,0.6649062850639639,N/A
34,244,ILMN,492.5,0.6479060019562914,N/A
35,413,SWKS,194.1,0.6450287048055386,N/A
36,386,QCOM,147.1,0.6443258208251013,N/A
37,431,TGT,190.5,0.6430450911907851,N/A
38,45,AAPL,133.1,0.6406269133277821,N/A
39,187,FDX,261.8,0.6339155222976346,N/A
40,144,DISCA,47.3,0.6290429654525648,N/A
41,410,NOW,585.7,0.6250525002407328,N/A
42,67,BIO,649.6,0.6093261775875078,N/A
43,5,ATVI,102.9,0.605742010965429,N/A
44,332,NWSA,23.7,0.598620710701778,N/A
45,183,FFIV,208.3,0.5985904797819845,N/A
46,446,TRMB,75.1,0.5887769630410011,N/A
47,7,AMD,91.4,0.5809457445304791,N/A
48,101,CMG,1484.0,0.5734831211366505,N/A
49,230,HOLX,83.4,0.5681429204121178,N/A
50,498,XLNX,142.5,0.5611834453077812,N/A
51,76,AVGO,489.1,0.5526307674539923,N/A
52,312,MTD,1190.8,0.5506486973313752,N/A
53,299,MKTX,537.5,0.5430325285850683,N/A
54,211,GM,53.4,0.5370531712927678,N/A
55,17,ALXN,156.6,0.5370007698100627,N/A
56,25,AMZN,3268.9,0.5348545985650125,N/A
57,333,NWS,23.2,0.5348525135006916,N/A
58,11,A,127.9,0.5346148568487514,N/A
59,364,PKI,146.4,0.533772223365587,N/A
60,306,MXIM,96.1,0.5313049813470774,N/A
61,270,KEYS,151.0,0.5272540972233459,N/A
62,314,MCHP,162.2,0.5244016870548732,N/A
63,158,EMN,110.3,0.51650625348019,N/A
64,459,UPS,161.7,0.5128735460454257,N/A
65,315,MU,87.7,0.49004334288758117,N/A
66,89,CAT,202.3,0.4811831918262585,N/A
67,440,TMO,500.0,0.4774876209187929,N/A
68,286,LLY,205.7,0.4641515832685061,N/A
69,133,DHR,242.2,0.4628658759884718,N/A
70,54,ADSK,308.2,0.4610257537942108,N/A
71,130,CMI,244.4,0.4561604306496021,N/A
72,145,DISCK,40.5,0.4416348362319592,N/A
73,293,LOW,174.0,0.4373934923117585,N/A
74,126,CTVA,45.2,0.4324840792575044,N/A
75,1,ABT,128.0,0.4315931795202254,N/A
76,197,F,11.5,0.42431748691922155,N/A
77,329,NFLX,557.2,0.42178562223695626,N/A
78,336,NKE,141.7,0.4116667205212163,N/A
79,432,TEL,131.2,0.41019789062759854,N/A
80,449,TYL,471.7,0.4088669639163478,N/A
81,350,ODFL,210.1,0.40192777458543577,N/A
82,23,GOOG,2121.9,0.40050800308487244,N/A
83,140,DXCM,404.3,0.3990540375580659,N/A
84,372,POOL,333.3,0.39902548062599313,N/A
85,191,FRC,163.1,0.396712587162291,N/A
86,22,GOOGL,2110.7,0.39434278345131923,N/A
87,399,ROL,36.8,0.3934009706274601,N/A
88,198,FTNT,164.8,0.3916282961444252,N/A
89,354,OTIS,63.1,0.38541433429191124,N/A
90,49,ANET,318.6,0.3827450318377458,N/A
91,430,TPR,39.0,0.375444875487129,N/A
92,253,INTU,422.2,0.3697334635384466,N/A
93,173,EL,295.7,0.3696083664118435,N/A
94,9,AES,28.9,0.36757010412962277,N/A
95,438,TXN,180.7,0.3603321495486833,N/A
96,323,MS,76.0,0.35896967446245026,N/A
97,125,GLW,38.6,0.35466572469873336,N/A
98,275,KHC,35.3,0.35455545412030925,N/A
99,40,ANSS,401.8,0.3540735722278913,N/A
100,43,AOS,59.1,0.3474306261559344,N/A
101,39,ADI,160.4,0.3473053926892551,N/A
102,443,TT,151.2,0.3452832244259962,N/A
103,356,PKG,133.0,0.34333466148709746,N/A
104,326,MSCI,440.9,0.34311661084979267,N/A
105,216,GS,311.9,0.34102303173502196,N/A
106,481,DIS,186.3,0.33994540217941654,N/A
107,454,UAA,22.4,0.3389121477247827,N/A
108,206,GRMN,132.4,0.333504848066881,N/A
109,164,EA,145.7,0.3322675228465379,N/A
110,321,MNST,92.1,0.3241380126807994,N/A
111,38,APH,135.7,0.3213334848326372,N/A
112,205,GPS,23.2,0.31896559000487906,N/A
113,407,STX,71.0,0.31752772429733384,N/A
114,264,JCI,53.0,0.31459867960060056,N/A
115,66,BBY,120.7,0.3125553630342649,N/A
116,261,JBHT,146.3,0.3121066191348638,N/A
117,98,SCHW,60.9,0.3117911371185721,N/A
118,492,WHR,196.2,0.30990004607107313,N/A
119,156,DD,70.9,0.3096931074543284,N/A
120,483,WAT,282.5,0.3052193375162385,N/A
121,316,MSFT,243.1,0.30427817401441937,N/A
122,72,BWA,43.7,0.29790330508968815,N/A
123,6,ADBE,501.6,0.29663456004302186,N/A
124,404,CRM,248.5,0.2960385598845797,N/A
125,355,PCAR,97.1,0.29266479440168813,N/A
126,357,PH,276.2,0.29171814702449633,N/A
127,58,AVY,179.1,0.2904839038173344,N/A
128,254,ISRG,791.9,0.29005907289182814,N/A
129,397,RHI,74.7,0.28831253997867545,N/A
130,318,MHK,171.1,0.2817683708357189,N/A
131,255,IVZ,22.8,0.2814982320221304,N/A
132,69,BLK,730.3,0.2772260012511553,N/A
133,328,NTAP,68.8,0.27718505472587657,N/A
134,150,DPZ,377.9,0.2728717012244691,N/A
135,279,LH,236.3,0.2723891999676508,N/A
136,179,EXPE,147.8,0.27200656669744677,N/A
137,180,EXPD,93.4,0.268574469727356,N/A
138,132,DHI,78.9,0.26783110250979064,N/A
139,302,MLM,325.6,0.2647743870677616,N/A
140,361,PNR,54.8,0.26277041473115686,N/A
141,48,ADM,56.0,0.2580426818703018,N/A
142,184,FB,273.9,0.2560606220891916,N/A
143,408,SEE,42.7,0.25209120680875635,N/A
144,327,NDAQ,143.9,0.2508861825179153,N/A
145,331,NEM,57.8,0.2503290783028933,N/A
146,398,ROK,249.7,0.2483646938011651,N/A
147,85,KMX,122.3,0.24666740939462883,N/A
148,147,DG,200.2,0.24605770598066942,N/A
149,455,UA,18.6,0.2446666717529297,N/A
150,285,LEN,88.3,0.24429544470109085,N/A
151,79,CHRW,88.5,0.2415459038942664,N/A
152,411,SHW,707.4,0.23998760370982275,N/A
153,34,AMP,220.1,0.23182360911471908,N/A
154,219,HBI,18.0,0.23156447672988698,N/A
155,359,PAYC,389.9,0.23129870345376374,N/A
156,479,WMT,145.6,0.2304605895494703,N/A
157,93,CE,131.1,0.22895589947977088,N/A
158,394,RF,20.2,0.22746787941767277,N/A
159,152,DOW,58.7,0.2262253635808292,N/A
160,185,FAST,46.6,0.2261687030647291,N/A
161,143,DFS,95.4,0.216987376313438,N/A
162,338,NSC,256.4,0.21637339478121845,N/A
163,427,TMUS,122.0,0.21445741276896996,N/A
164,80,COG,18.3,0.21437906484193658,N/A
165,393,REGN,480.7,0.2113164845192263,N/A
166,4,ACN,257.0,0.2106100553395234,N/A
167,217,GWW,369.6,0.20767084665139435,N/A
168,464,VAR,176.1,0.20753941087057515,N/A
169,135,DVA,104.1,0.2073770347545716,N/A
170,77,BR,146.2,0.20341188560130694,N/A
171,330,NWL,23.7,0.20279717148397627,N/A
172,345,NUE,57.3,0.20278541325431435,N/A
173,295,LYB,97.9,0.20277911861353673,N/A
174,415,SNA,188.5,0.1988701483194265,N/A
175,159,ETN,125.0,0.19680288425725906,N/A
176,36,AME,121.2,0.19647653651766706,N/A
177,303,MAS,53.4,0.19034033213744736,N/A
178,222,HCA,174.0,0.19031240320427373,N/A
179,148,DLTR,107.6,0.18928411854611285,N/A
180,165,EMR,85.0,0.18798991945991064,N/A
181,347,NVR,4650.0,0.1879797733191288,N/A
182,428,TROW,163.2,0.18478739250571735,N/A
183,267,KSU,211.1,0.18425513384636277,N/A
184,236,HPQ,27.1,0.181654719294281,N/A
185,200,FBHS,86.0,0.18082904755610352,N/A
186,97,CF,45.2,0.18081765077226128,N/A
187,476,VMC,162.4,0.18014148169217825,N/A
188,504,ZTS,166.3,0.17577445926099658,N/A
189,389,RJF,117.4,0.17570151027942552,N/A
190,248,ICE,112.4,0.17234929685055095,N/A
191,92,CDW,155.9,0.1704604902905811,N/A
192,419,SBUX,105.7,0.17045834934725201,N/A
193,207,IT,178.7,0.16756191024122,N/A
194,99,CHTR,618.4,0.16093754363911691,N/A
195,242,INFO,93.1,0.16016939175130285,N/A
196,456,UNP,213.9,0.15996698872961243,N/A
197,276,KR,33.6,0.15684954530502043,N/A
198,33,AWK,161.5,0.1545311296950006,N/A
199,83,COF,119.8,0.1541299143061183,N/A
200,124,CPRT,118.1,0.15202108936909928,N/A
201,231,HD,275.3,0.15159469794303468,N/A
202,60,BLL,90.1,0.1514607836514317,N/A
203,117,CMCSA,52.8,0.1482123494351851,N/A
204,189,FITB,33.4,0.14671679349382763,N/A
205,246,IR,43.5,0.14487356995834919,N/A
206,289,LYV,85.0,0.14474576763104977,N/A
207,373,PPG,137.3,0.1447247465638315,N/A
208,334,NEE,81.1,0.14423482996491951,N/A
209,396,RMD,194.1,0.14262009290926353,N/A
210,257,IQV,190.5,0.14212304900901349,N/A
211,8,AAP,155.5,0.14110436577193486,N/A
212,111,CLX,183.3,0.13918205413916623,N/A
213,2,ABBV,104.2,0.1354556160933686,N/A
214,491,WY,34.8,0.13413010941607714,N/A
215,129,CSX,90.7,0.131807262557771,N/A
216,71,BKNG,2184.1,0.13029023540048892,N/A
217,348,ORLY,442.7,0.12997803603631375,N/A
218,59,BKR,23.2,0.12625535193273435,N/A
219,424,SYF,37.9,0.12623987692069202,N/A
220,232,HON,203.4,0.1252925869856016,N/A
221,503,ZION,50.9,0.12308714167839742,N/A
222,250,IP,48.6,0.12190609561803964,N/A
223,260,J,113.2,0.1218178231643476,N/A
224,106,CTAS,345.1,0.12098765133191454,N/A
225,122,STZ,232.0,0.12089097490048323,N/A
226,353,ORCL,62.1,0.11974750763369413,N/A
227,35,ABC,103.3,0.11663662691928099,N/A
228,499,XYL,98.7,0.11516182894040235,N/A
229,288,LIN,250.1,0.1150972729872067,N/A
230,0,MMM,176.6,0.1118453453395772,N/A
231,163,EW,86.9,0.11183231499500038,N/A
232,127,COST,354.0,0.11175290208391335,N/A
233,422,SYK,247.8,0.11102606885782326,N/A
234,56,AZO,1173.3,0.11092796743063726,N/A
235,263,JNJ,165.0,0.11076843462564452,N/A
236,115,CTSH,75.8,0.11041694423858246,N/A
237,119,CAG,33.9,0.10723601312912352,N/A
238,26,AMCR,11.2,0.10675809485948996,N/A
239,371,PNC,169.9,0.10674419530524382,N/A
240,169,EFX,174.8,0.10624563638602144,N/A
241,290,LKQ,37.4,0.10616537682095864,N/A
242,240,IEX,197.2,0.10603031366297028,N/A
243,403,SPGI,338.3,0.10494230770761385,N/A
244,109,CFG,42.0,0.10194949525604799,N/A
245,421,STE,182.5,0.10164954486227745,N/A
246,467,VRSK,188.3,0.09909069854232135,N/A
247,91,CBRE,70.5,0.09864485071765722,N/A
248,445,TRV,147.4,0.09250803366006995,N/A
249,313,MGM,34.9,0.09181756979007609,N/A
250,103,CHD,81.6,0.0868023700315385,N/A
251,452,ULTA,327.7,0.08650529636460655,N/A
252,110,CTXS,136.6,0.08558011101939421,N/A
253,50,AJG,117.6,0.084324037837465,N/A
254,387,DGX,122.0,0.08224533650787713,N/A
255,383,PVH,97.5,0.08222349275719962,N/A
256,458,UNH,324.6,0.08181627558298935,N/A
257,65,BRK-B,245.2,0.08149224050521078,N/A
258,308,MCK,180.8,0.08148892206302681,N/A
259,494,WLTW,228.1,0.08086885491000263,N/A
260,123,COO,386.4,0.07941626857934703,N/A
261,170,EQIX,688.0,0.07899433443478397,N/A
262,238,HBAN,15.0,0.07620420066459652,N/A
263,378,PLD,106.5,0.07605494126064286,N/A
264,490,WRK,43.7,0.0752688653195527,N/A
265,335,NLSN,23.4,0.07458567635576971,N/A
266,493,WMB,22.9,0.07445325260636221,N/A
267,78,BF-B,76.2,0.07316384296465328,N/A
268,155,DRE,41.3,0.0700934769172691,N/A
269,265,JPM,144.6,0.06974348832523765,N/A
270,311,MET,56.0,0.06907192533056047,N/A
271,439,TXT,51.3,0.0659109871930586,N/A
272,134,DRI,128.9,0.06456972816521891,N/A
273,243,ITW,199.0,0.06306311687612454,N/A
274,37,AMGN,232.8,0.06279037401618702,N/A
275,203,BEN,28.0,0.06257201980245286,N/A
276,210,GIS,56.2,0.061075838659825764,N/A
277,245,INCY,82.1,0.05636813895695694,N/A
278,262,SJM,113.1,0.05578933883137265,N/A
279,441,TJX,67.5,0.05310436172708047,N/A
280,309,MDT,119.6,0.04881945518567207,N/A
281,118,CMA,65.9,0.04632025159763538,N/A
282,305,MKC,86.9,0.04238669625341266,N/A
283,199,FTV,69.8,0.0403348010752221,N/A
284,435,TFX,404.5,0.04007627820294472,N/A
285,142,DLR,137.2,0.03813815275858178,N/A
286,434,TDY,390.3,0.0376736590347854,N/A
287,377,PGR,85.1,0.034172642949373846,N/A
288,418,SWK,171.6,0.03359006118318578,N/A
289,116,CL,78.1,0.031155550888523082,N/A
290,447,TFC,55.6,0.030364807541418706,N/A
291,341,NLOK,21.3,0.030199654707662366,N/A
292,376,PG,127.9,0.028749931034845137,N/A
293,212,GPC,101.9,0.022529973718959952,N/A
294,252,IFF,136.8,0.020987851586432033,N/A
295,181,EXR,117.1,0.02062389273785447,N/A
296,102,CB,164.5,0.017614708763379203,N/A
297,12,APD,260.7,0.01669666137774082,N/A
298,237,HUM,375.1,0.014511431708430009,N/A
299,366,PFE,34.6,0.012501670214107334,N/A
300,251,IPG,24.8,0.012067547453543864,N/A
301,226,HES,61.7,0.011122020149887531,N/A
302,381,PSA,229.9,0.009967262996783842,N/A
303,131,CVS,70.5,0.00986109839545356,N/A
304,13,AKAM,98.8,0.009805842638144298,N/A
305,196,FMC,108.7,0.009074572985770267,N/A
306,269,KEY,19.7,0.008179951522529386,N/A
307,151,DOV,121.6,0.005920606198412358,N/A
308,266,JNPR,24.4,0.005400958444681183,N/A
309,161,ECL,210.9,0.005344764298429244,N/A
310,370,PXD,136.1,0.004721152265968487,N/A
311,61,BAC,34.2,0.004085187854636327,N/A
312,64,BDX,257.3,0.003203153610229492,N/A
313,500,YUM,105.6,0.0029798862081256024,N/A
314,322,MCO,280.3,-0.00046317830342354,N/A
315,358,PAYX,88.8,-0.002014327483732468,N/A
316,502,ZBH,160.3,-0.004207209852089874,N/A
317,228,HLT,113.6,-0.004467077625629912,N/A
318,344,NRG,40.5,-0.004505639592947461,N/A
319,400,ROP,383.8,-0.0056763967105007895,N/A
320,474,VNT,32.9,-0.006363608620383523,N/A
321,107,CSCO,46.5,-0.007297706621042047,N/A
322,478,WAB,80.4,-0.008249014429291077,N/A
323,367,PM,86.0,-0.009492243914458645,N/A
324,382,PHM,46.6,-0.010289460690956542,N/A
325,304,MA,341.2,-0.011458222289315664,N/A
326,307,MCD,215.0,-0.012491311702443228,N/A
327,488,WDC,66.6,-0.014785456637875036,N/A
328,301,MMC,114.5,-0.014817887721113528,N/A
329,468,VZ,54.1,-0.015886689196501966,N/A
330,325,MSI,183.3,-0.01666036627037449,N/A
331,380,PEG,57.9,-0.0171128791663303,N/A
332,473,V,207.9,-0.017471602721237454,N/A
333,375,PFG,54.4,-0.017915271332604402,N/A
334,128,CCI,161.9,-0.018530784589624337,N/A
335,139,DVN,20.8,-0.01940434603504736,N/A
336,194,FLIR,54.8,-0.01961824981317558,N/A
337,420,STT,75.4,-0.022372446055623725,N/A
338,401,ROST,119.9,-0.024655046907790586,N/A
339,16,ARE,170.6,-0.02502160454872517,N/A
340,426,SYY,76.3,-0.02525058434428022,N/A
341,42,AON,227.1,-0.025800175177406848,N/A
342,227,HPE,14.3,-0.0264255988467836,N/A
343,233,HRL,47.0,-0.02693740742383114,N/A
344,213,GILD,64.8,-0.028503262217875507,N/A
345,339,NTRS,98.9,-0.0334226191151779,N/A
346,362,PBCT,15.5,-0.03555836706690843,N/A
347,24,MO,43.4,-0.03582491602942159,N/A
348,82,CPB,46.1,-0.03775932917045927,N/A
349,470,VFC,80.8,-0.03810332158761548,N/A
350,258,IRM,32.9,-0.038755127469235186,N/A
351,41,ANTM,289.6,-0.040337284558217085,N/A
352,480,WBA,49.1,-0.04435015831067023,N/A
353,30,AXP,130.6,-0.05191746480857535,N/A
354,62,BK,42.7,-0.05277101658942656,N/A
355,466,VRSN,198.1,-0.05401936216259556,N/A
356,225,HSY,151.3,-0.0547919805462353,N/A
357,96,CERN,72.7,-0.055873938313790505,N/A
358,317,MAA,138.4,-0.05742248548764995,N/A
359,218,HAL,20.6,-0.05992686810222132,N/A
360,104,CI,203.2,-0.06276185117060247,N/A
361,247,INTC,62.4,-0.06486242750402521,N/A
362,272,KIM,17.6,-0.06607237803070401,N/A
363,221,HAS,89.4,-0.0671320164078191,N/A
364,215,GPN,196.7,-0.06867243307930267,N/A
365,209,GE,11.9,-0.06980394849590227,N/A
366,297,MRO,9.5,-0.06990293725202733,N/A
367,234,HST,15.6,-0.07062317549655868,N/A
368,55,ADP,166.1,-0.07113871124328479,N/A
369,461,UHS,128.2,-0.07239911086751852,N/A
370,283,LEG,42.1,-0.07345764031096978,N/A
371,489,WU,23.9,-0.07444746057135554,N/A
372,388,RL,111.7,-0.07627888982410454,N/A
373,363,PEP,134.3,-0.07651098161169276,N/A
374,141,FANG,68.9,-0.07671675708154366,N/A
375,320,MDLZ,54.8,-0.0794502462385173,N/A
376,298,MPC,51.4,-0.08110504218256613,N/A
377,75,BMY,59.4,-0.08294232734294411,N/A
378,368,PSX,79.3,-0.08363637057217685,N/A
379,310,MRK,74.2,-0.08391945483599161,N/A
380,14,ALK,59.9,-0.08398223186300408,N/A
381,495,WYNN,121.4,-0.08459469486710872,N/A
382,417,LUV,51.9,-0.0895833330573859,N/A
383,138,XRAY,54.2,-0.09029695627719256,N/A
384,271,KMB,130.2,-0.0908647969840553,N/A
385,192,FISV,110.2,-0.09145194523661171,N/A
386,10,AFL,46.3,-0.0932922138192185,N/A
387,300,MAR,130.4,-0.09383197098408766,N/A
388,287,LNC,54.1,-0.09390057974270795,N/A
389,453,USB,48.6,-0.09408304123770597,N/A
390,292,L,48.7,-0.09646182926594499,N/A
391,395,RSG,90.3,-0.10162556251283518,N/A
392,112,CME,189.4,-0.10418520052610893,N/A
393,379,PRU,82.7,-0.10474352977318395,N/A
394,32,AMT,224.9,-0.10524649463502095,N/A
395,153,DTE,120.6,-0.10768654309596708,N/A
396,405,SBAC,259.5,-0.11024271057018975,N/A
397,74,BSX,37.9,-0.11053130607869659,N/A
398,444,TDG,572.5,-0.11082534284342217,N/A
399,482,WM,112.6,-0.11099668832781227,N/A
400,224,HSIC,70.5,-0.11124805253923797,N/A
401,296,MTB,148.6,-0.11151082591853471,N/A
402,51,AIZ,125.9,-0.11339916421006983,N/A
403,31,AIG,42.1,-0.11711891573861952,N/A
404,182,XOM,52.0,-0.11740151083159316,N/A
405,294,LUMN,11.7,-0.11769113019984838,N/A
406,94,CNC,58.1,-0.12142105509347009,N/A
407,84,CAH,51.7,-0.12353833770861,N/A
408,154,DUK,88.3,-0.12566163611705536,N/A
409,208,GD,163.3,-0.12570423074948522,N/A
410,469,VRTX,210.2,-0.12637737363429088,N/A
411,157,DXC,25.8,-0.1269308461883483,N/A
412,462,UNM,25.5,-0.1295983244685285,N/A
413,472,VTRS,18.3,-0.12969925469099744,N/A
414,100,CVX,93.1,-0.1298984032321947,N/A
415,176,ES,83.8,-0.13152622657749263,N/A
416,268,K,56.8,-0.13581537660974255,N/A
417,235,HWM,28.3,-0.13682944164467487,N/A
418,259,JKHY,146.2,-0.13872495454626907,N/A
419,214,GL,93.7,-0.1418471971915973,N/A
420,284,LDOS,105.2,-0.14397011595540302,N/A
421,220,HIG,48.8,-0.1440287114469858,N/A
422,496,XEL,60.5,-0.14418214738925905,N/A
423,477,WRB,68.0,-0.14465729925203863,N/A
424,188,FIS,133.1,-0.14558297007316573,N/A
425,416,SO,59.3,-0.1459654300488424,N/A
426,351,OMC,65.9,-0.14641905669588307,N/A
427,168,EOG,63.1,-0.14745737345728174,N/A
428,195,FLS,39.1,-0.1476729226430327,N/A
429,282,LVS,57.4,-0.14920776756495618,N/A
430,193,FLT,270.7,-0.15154261465487254,N/A
431,465,VTR,50.3,-0.1530356478636994,N/A
432,120,COP,48.8,-0.15334474689025285,N/A
433,27,AEE,72.6,-0.15504319248694165,N/A
434,21,ALL,103.2,-0.1563958323742884,N/A
435,63,BAX,77.8,-0.15766645763460643,N/A
436,114,KO,50.2,-0.15790354281765479,N/A
437,201,FOXA,31.7,-0.15960823118398998,N/A
438,451,UDR,42.5,-0.16121358355972146,N/A
439,450,TSN,65.6,-0.1613225210108191,N/A
440,177,RE,240.4,-0.16242798556293972,N/A
441,178,EXC,41.9,-0.16296154674688787,N/A
442,108,C,64.1,-0.16524876762367477,N/A
443,319,TAP,44.5,-0.1665748313634106,N/A
444,392,REG,52.2,-0.17169986217446065,N/A
445,463,VLO,66.9,-0.17450308388608385,N/A
446,278,LHX,184.4,-0.17605906424989004,N/A
447,105,CINF,90.8,-0.17610887739204306,N/A
448,202,FOX,30.6,-0.17624935943425232,N/A
449,172,ESS,268.1,-0.17643252051424266,N/A
450,68,BIIB,279.3,-0.17926428828727045,N/A
451,149,D,71.1,-0.18644642999996486,N/A
452,19,ALLE,109.8,-0.18651382438787398,N/A
453,223,PEAK,30.1,-0.18832044599970815,N/A
454,113,CMS,55.4,-0.18922449410112416,N/A
455,186,FRT,101.5,-0.19435684557480976,N/A
456,281,LW,76.7,-0.19589032930700478,N/A
457,20,LNT,47.8,-0.19852085853958396,N/A
458,406,SLB,26.8,-0.20148589537005737,N/A
459,340,NOC,290.8,-0.20203001460487555,N/A
460,484,WEC,81.1,-0.2026632876239545,N/A
461,95,CNP,21.3,-0.2049482737332666,N/A
462,249,IBM,120.0,-0.20602252564758966,N/A
463,229,HFC,33.3,-0.20719664342530383,N/A
464,146,DISH,32.2,-0.21288449311275778,N/A
465,57,AVB,178.5,-0.215153267630066,N/A
466,374,PPL,28.0,-0.21832359192151007,N/A
467,485,WFC,34.7,-0.22132371045742513,N/A
468,412,SPG,109.9,-0.2223179939576642,N/A
469,90,CBOE,96.8,-0.22276189144015165,N/A
470,171,EQR,67.1,-0.22499126913174444,N/A
471,409,SRE,124.6,-0.2254956735466997,N/A
472,291,LMT,335.0,-0.2262656194581569,N/A
473,52,T,28.9,-0.22713013611969096,N/A
474,391,O,61.7,-0.2318408314749337,N/A
475,390,RTX,72.6,-0.23259955725972878,N/A
476,53,ATO,91.1,-0.2333913864217785,N/A
477,369,PNW,76.0,-0.2422158591892953,N/A
478,137,DAL,44.6,-0.2440395356463703,N/A
479,29,AEP,78.1,-0.2476756782687381,N/A
480,239,HII,175.1,-0.24875790244654605,N/A
481,337,NI,22.3,-0.24958620445818291,N/A
482,486,WELL,67.1,-0.2510017402221628,N/A
483,365,PRGO,44.3,-0.25275659598033806,N/A
484,121,ED,70.0,-0.256385746722049,N/A
485,175,EVRG,54.4,-0.2582566151283216,N/A
486,162,EIX,56.9,-0.2675051910449985,N/A
487,167,ETR,93.7,-0.30857691582261043,N/A
488,273,KMI,15.0,-0.3125851904995841,N/A
489,402,RCL,74.2,-0.3258235513738114,N/A
490,44,APA,18.5,-0.33511205520305154,N/A
491,349,OXY,26.4,-0.35683352601103013,N/A
492,70,BA,217.1,-0.3640226594455181,N/A
493,343,NOV,14.5,-0.36936544390178916,N/A
494,497,XRX,23.9,-0.3702310648764989,N/A
495,73,BXP,92.7,-0.37122904580067784,N/A
496,28,AAL,17.8,-0.3716381313845466,N/A
497,414,SLG,62.5,-0.3762564524398368,N/A
498,190,FE,31.9,-0.38875070818573304,N/A
499,352,OKE,45.9,-0.4022614996212076,N/A
500,457,UAL,45.7,-0.42572279339677027,N/A
501,475,VNO,37.4,-0.45205075157079083,N/A
502,86,CCL,22.4,-0.4594594186230471,N/A
503,342,NCLH,25.1,-0.5072547883529297,N/A
504,433,FTI,8.0,-0.5446584604277471,N/A
